Transcript,Label,Predicted Emotion,Mapped Value,speaker_id
"like I can't...it's like you know it's like ""pinch me"" it's like I can't believe like I'm dealing with this, you know.",2,Neutral,0,945
I don't know why you want it.  You've already had two glasses.,3,Neutral,0,941
"This is the end.  Do you understand, the end?  Finally and forever.",3,Angry,3,942
I just- I know I don't make you happy.,2,Sad,2,937
Well you have to have faith because I don't have a choice and I have to go.,2,Sad,2,946
Why shouldn't he dream of him and walk the nights waiting for him?  Do we contradict him?  Do we say straight out that we don't have any hope anymore?  That we haven't had hope for years now?,3,Angry,3,938
because nobody was changed at all.  It seemed to make suckers out of a lot of guys.,2,Neutral,0,946
"You're the one who probably wishes he was with someone else, someone who knew how to enjoy herself and didn't take everything so hard.",2,Sad,2,940
"you saw the way that she acted and then well, I mean, you, you were acting kind of...",2,Neutral,0,941
Or not.,1,Neutral,0,940
we compensating you for all your-,0,Neutral,0,939
"No, it it is not, be quiet.",3,Angry,3,944
For--,2,Neutral,0,941
"No, I know but--I know I don't make you happy.",2,Sad,2,945
Going to ask her to marry me.,0,Neutral,0,942
Hmm. Hmm.,0,Neutral,0,944
"Yeah, you don't want to do the sorority thing because you'll probably get used and abused by",0,Neutral,0,946
There's nothing I can do for you.  Do you understand that?  Nothing.,3,Angry,3,946
You have a business here.  I said what the hell is this?,3,Angry,3,945
It's important.,0,Neutral,0,946
I feel so worthless.,2,Sad,2,938
"Is he an actor too, or-?",0,Neutral,0,943
It certainly is not.  It's slightly exaggerated scientific fact.,0,Neutral,0,938
"Uh- Actually, I don't know that that's legal. Um- it is the issue",0,Neutral,0,944
"Well... If you need something, I mean, you're just going to---can get a temporary thing right now and then look for something--",0,Neutral,0,941
"Well sir, if if...what I believe has happened is most of the flight was left--",0,Neutral,0,941
It's got that about it.,3,Neutral,0,937
This is no time of the year for Tunis.,0,Neutral,0,939
"Well then you're choosing to be unemployed, really.",0,Neutral,0,942
"and then we'll thrash it out with dad, right mom.  Don't avoid me.",3,Angry,3,946
"Because she knows what I know, that's why.  She's faithful as a rock.  In my worst moments, I think of her waiting and I know, again, that I'm right.",3,Happy,1,942
"Even, yeah -- he doesn't he would never feel that way, he would never want me to feel that way.  Of course not, but that's just where I am right now and -- -- I don't know what else to do with it.",2,Sad,2,944
"You are a vile tempered, wicked living, evil little beast.  And I hope I never set eyes on you ever again.",3,Angry,3,944
"Oh, very amusing, indeed. Amanda, listen-",3,Angry,3,939
This is the end! Do you understand me? This is the end.,3,Angry,3,944
"So we'll send it- And we'll give you, how about a free year's service?",0,Neutral,0,941
I'll need it.,2,Neutral,0,944
What's going on Joe?,1,Neutral,0,941
"Well, you don't want to think like that.",3,Neutral,0,938
"Oh yeah, that would be.  Well, depends on what type of car you had, though too. I guess it would be worth it. helicopter. Yeah, helicopter.  There is a helipad there, right? Yeah, exactly.",1,Neutral,0,945
Then I don't care.,0,Neutral,0,939
"It was a hundred a sixty dollars.  I'm sorry, uh, sixteen dollars.",0,Neutral,0,946
What?,3,Angry,3,946
It wouldn't work this way.,2,Sad,2,938
It's the think,2,Neutral,0,943
A little more selfish and they'd still be here today.  And I got this idea watching them go down.  See everything was being destroyed but there was one new thing that was being created.,2,Neutral,0,941
Turn it off. It's driving me mad.,3,Angry,3,945
"Okay.  Well that's cool, too, but like--",0,Neutral,0,942
"I want you to---act like he is coming back.  Don't think I haven't noticed you, both of you since Chris invited her here.  I won't stand for any nonsense.",3,Angry,3,945
About what?,0,Neutral,0,937
I'm like a sponge I'm like soaked up with all this information for like three years I'm just dying for a job to like put it in to.,3,Angry,3,945
"And I felt wrong to be alive. To drive the car, to see the new checkbook, to see the new refrigerator. I mean, you can take those things out of the war. But you got to know that when you drive that car that that came out of the love a man can have for another man. And you got to be a little bit better because of that.",2,Sad,2,939
"Yeah, I don't know. [LAUGHTER] But, yeah, so anyway -- well I wanted to tell you that, you know, 'cause you're one of my good friends and you're Kate's- one of her best friends and-",1,Neutral,0,942
"You cold?  Do you want my jacket?  Oh, we should've brought the blanket.  Our blanket.",0,Neutral,0,938
I know.,2,Neutral,0,944
"[LAUGHTER]. Oh, Joe, I'm so happy.",1,Happy,1,939
"Well, I mean, you got to make sure your dad's not going--",0,Neutral,0,941
Do you remember that row we did have in Venice?,1,Neutral,0,945
Shouldn't they have like told us about that? I mean why - why would they make me go and wait three hours if I have got to go and do it again?,3,Angry,3,940
How do you know she'll marry you?  Maybe she feels the same way father does.,0,Neutral,0,942
"If I laugh at everything, then I must laugh at us too.",0,Neutral,0,944
"you know, it's inevitable  and I mean honestly it's- it's almost like",2,Neutral,0,946
Right.,0,Neutral,0,942
What I was saying.,0,Neutral,0,938
"I mean, you- you can go.  I don't know.  I don't know what else.",2,Neutral,0,942
"Turned around for the worst, you know.",2,Sad,2,939
What's he going to say?  Maybe we ought to talk to him before he sees it.,0,Neutral,0,941
I didn't say that.,2,Neutral,0,943
"Things that ought to matter dreadfully don't matter at all when one's is happy, do they?",1,Happy,1,940
"You're acting like, you know, you're the one who's going all through, you know, all this shit and it's really- it's really not.",3,Neutral,0,946
Yeah.,0,Neutral,0,937
[LAUGHTER] Good luck.,1,Neutral,0,943
It's so lovely here.  The air is sweet.,1,Neutral,0,943
"Yeah, yeah. She was actually -- she was going to tell you but I told her that I wanted to tell you and she had to work today anyway, so I decided to-",1,Neutral,0,942
"Well, there are people downstairs, I suppose.",3,Angry,3,944
Oh yes I am.,3,Angry,3,940
Otherwise all you have is really loot and there's blood on it.  And I didn't want to take any of that.  And I guess that included you.,2,Sad,2,940
"Well, so what?",0,Neutral,0,941
"Okay, so I'm putting on my jacket, putting out the animals, getting the car out of the garage--",0,Neutral,0,938
We've missed them twice.  That's not ever.,0,Neutral,0,938
Business?  The business doesn't inspire me.,3,Angry,3,945
"What, do you have questions?",0,Neutral,0,939
I don't know.,2,Neutral,0,945
"Oh, maybe a little.  Nothing serious.",0,Neutral,0,944
"Uh,  We grew up together.",2,Neutral,0,943
"Sometimes it gets stolen, sometimes it gets misplaced on another plane and",0,Neutral,0,940
"Um, okay.  Well, you can fly- file a claim.  Where were you coming from?",0,Neutral,0,944
Don't you guys have access to computers over there.,0,Neutral,0,937
Yes.,0,Neutral,0,941
"It must be really, really hard to lose a child.",2,Sad,2,943
"Do you know what that'll do to you, to your father, do you know?  I don't.",3,Angry,3,945
"Absolutely, absolutely.",2,Neutral,0,943
Mmhmm.,0,Neutral,0,945
I didn't say that.,2,Neutral,0,938
He saw it.,0,Neutral,0,945
Right or you can run for student counsel.,0,Neutral,0,946
"And you like- you know, you shave your legs and everything?",0,Neutral,0,946
"Look, it was just last week that Detroit, some boy came back he had been away longer than Larry, you can read it for yourself. You above all people have got to believe.",2,Sad,2,941
But that'll fit you  because you're a dork.,0,Neutral,0,946
"Well, maybe we can find you something with juggling.",0,Neutral,0,944
I have to find sitters.,0,Neutral,0,937
"I know you are, Augie, and I know you wanted this evening to be nice, but I can't help thinking of being somewhere else.",2,Sad,2,939
"we've mistakenly lost your baggage.  We're very sorry.  On behalf of Jet Blue I would like to apologize for any inconvenience.  I am allowed to issue you a fifty dollar gift card which you can use any future flights you want to take with us.  I'm very sorry, once again...",0,Neutral,0,937
What do you mean a mistake?,3,Angry,3,945
"Shh.  If we're very quiet, the fish might come.",0,Neutral,0,937
"Um- well it's probably easy.  Can you any more symptoms either you're not receiving calls----ok, you're not receiving calls, not getting calls.",0,Neutral,0,941
"Oh, I approve. I-[LAUGHTER]-I more than approve.",1,Happy,1,938
yeah.,2,Neutral,0,941
Twice is every time we have tried; that's ever.,3,Angry,3,937
"I mean, I'm not saying that you should, you know--",0,Neutral,0,942
"the top of the line camera phone, game boy, anything you want. For free. And palm pilot.",0,Neutral,0,941
"Going out somewhere, dear?",0,Neutral,0,940
"Um, about four this morning. Uh- I heard a crack and I looked out and I saw him standing there.",0,Neutral,0,939
But this isn't anything like I thought anything would be like.,3,Angry,3,942
What?,0,Neutral,0,943
Right.,0,Neutral,0,937
Then she's gone.,2,Sad,2,940
"I mean, technically, that's policy.  But, like, I mean, I don't really care about -- nobody really cares about policy here.",0,Neutral,0,942
"That's a nice point of view, I must say.",3,Neutral,0,946
[LAUGHTER],1,Neutral,0,937
Or library.,0,Neutral,0,946
"Oh, shut up.",3,Angry,3,946
"I mean, as- as cliche as it is, as long as people who loved him remember him, then it's not a waste, you know.",2,Neutral,0,942
Yes.  [BREATHING] God.,2,Neutral,0,940
What do you mean?,2,Neutral,0,939
You have an excuse for everything.,0,Neutral,0,945
You don't travel seven hundred miles just to see.,3,Angry,3,939
Isn't there anything you can do?  Just call over and ask them if I can go to the front of the line in the other line.,3,Angry,3,943
We swapped. Listen.,0,Neutral,0,942
"No, no.  It's totally cool.  I mean, like, this friend of mine he was- he's been undecided now for, like, the past like eleven years of his life.",0,Neutral,0,946
"Oh, laugh at me, laugh all you like but why does this happen to very night she comes back?  She goes to sleep in his room and his memorial breaks in pieces.  Look at it, Joe look.",3,Angry,3,945
They sting.,3,Angry,3,943
You have to be willing - You have to be willing to start you know at the bottom and work your way up. and,0,Neutral,0,943
"Well, from her point of view why else would I come?",0,Neutral,0,943
You know.  I went to work with dad and I started that whole rat race again...,2,Neutral,0,945
Is there a funeral planned? or-,0,Neutral,0,943
"Because you can't feel like that anymore, Chris.  Because everything you have, you have a right to, me included.",2,Sad,2,944
"Last year, you will also remember, our shoes got wet.  I got sand in my panties.  We got into a big fight over nothing.  You got a sore throat and we did not see the grunions.",3,Angry,3,942
"It'll be good.  Wow, that's great.",1,Neutral,0,938
Maybe I'll just kill myself.,2,Neutral,0,941
"Babe, I don't know what to tell you.  Don't give up.",0,Neutral,0,943
It's true.  The whole business is a very poor joke.,1,Neutral,0,938
"I feel really bad for his family, you know.",2,Sad,2,943
I'm sorry.  I ignore what I've got to ignore. That girl is Larry's girl.,3,Angry,3,945
"Give me a kiss Ann, just give me...",1,Happy,1,941
That's helpful.,0,Neutral,0,946
"Hey, a what's up?",0,Neutral,0,938
I'm just so excited to start my life.,1,Happy,1,939
I can't help it.,2,Neutral,0,941
"For God's sake, mom, three years.  Nobody comes back after three years!  It's insane!",3,Angry,3,943
Oh Come and kiss me darling before your body rots and worms pop out of your eye sockets.,1,Neutral,0,937
Is that all right?,0,Neutral,0,938
They snap.,3,Angry,3,944
Sure,2,Neutral,0,940
He was supposed to be the best man at my wedding.,2,Sad,2,941
"Well, if she does, then that's the end of it.  But from her letters, I think she's forgotten him.  I'll find out.  And then we'll thrash it out with Dad, right?  Mom, don't avoid me.",2,Neutral,0,938
Look fifty dollars is unacceptable.  My bag itself cost over a hundred and fifty dollars.  You can't just give me fifty dollar gift certificate to Percoes or whatever the hell and then send me off like that's- that's good enough.  Like that's all I needed was fifty dollars.  My bag is worth more than that.,3,Angry,3,946
No I didn't.  You made up the whole thing in your jealous imagination.,0,Neutral,0,941
What is your business?,0,Neutral,0,941
I will never forget the look on his face.,1,Happy,1,945
Behave exquisitely.,1,Neutral,0,940
About three million dollars.,0,Neutral,0,939
What?  Are you kidding me?,3,Angry,3,941
Honey you're not going to be by yourself--,2,Neutral,0,941
"And I remember thinking this is it. finally, finally I'm as happy as I'm supposed to be.",2,Happy,1,945
I'm just saying that maybe you should take in some information before you produce more of your own.,0,Neutral,0,945
It's after eleven; let's go home.,3,Neutral,0,942
For God's sake three years.  Nobody comes back after three years.  It's insane.,3,Angry,3,946
We can do that.  We can do that.  You just have to sign a one-year contract though with the--,0,Neutral,0,941
"Oh, I am.  Let go of me.",3,Angry,3,946
No.,2,Neutral,0,944
"Wow.  I don't -- I mean, do you- do you have an attitude problem when you're on the job?",0,Neutral,0,944
Okay.  I'll do that.,3,Neutral,0,937
[LAUGHTER] And very much sillier.,1,Happy,1,937
"That would be wonderful, that would be great seriously.",1,Happy,1,943
"What I can do for you is uh we can uh report lost, lost property.",0,Neutral,0,941
I will never do business with Delta again.,3,Angry,3,941
Mmm...,1,Neutral,0,945
I'd rather not remember some things. I would rather not hope for some things.,2,Sad,2,940
I can't finish the sentence with you without you jumping in...,0,Neutral,0,945
"Pass what up?  These little fish swim out of the ocean, they flop around on the sand then they swim back and then they die.",3,Angry,3,945
Thank you.,0,Neutral,0,937
"Augie, you brought refreshments.",1,Neutral,0,938
I have some better news than that.,1,Neutral,0,939
Very well.  If you insist on being a boorish and idiotic.,3,Angry,3,941
I'm trying to be helpful.,0,Neutral,0,946
"I really appreciate this. I know it's not policy or whatever but, seriously",1,Happy,1,942
"This is just this.  I mean, it's a lot and everything.  But it's not, you know, something else.  Am I making any sense?",2,Neutral,0,944
"Yea, I can see that.",2,Neutral,0,940
"Listen, do you want to dance?",0,Neutral,0,937
You let him kiss you; you said you did.,3,Angry,3,940
"Yes, we'll get- we'll get rid of it right now. I mean just we're going to have to have you, um, submit something you know, we're going to have to have you mail something in for us, okay.",0,Neutral,0,940
"Yeah. I guess there is. I guess I was, but uh- it's going from me now.",2,Neutral,0,939
"Okay, let me get him.Oh, guess who the supervisor is? It's me.",0,Neutral,0,939
"Yes, it is.",3,Neutral,0,939
A day?,0,Neutral,0,939
"all right, We've already checked back here for your baggage",0,Neutral,0,940
maybe get some vacation-- --once it quiets down there.,2,Neutral,0,941
Right.,0,Neutral,0,943
I just -- it's just not fair.,2,Sad,2,942
And I want lots and lots and lots of pictures.,2,Neutral,0,937
I would rather not remember some things.  I'd rather not hope for something.,2,Sad,2,944
I don't know. I just don't.,2,Neutral,0,939
"Okay.  Um, but, no, I, uh, I do need to get a gun soon, though, 'cause I mean",0,Neutral,0,942
You- shouldn't you have like a sign or something maybe like up on the counter when you get the applica- maybe on the application,3,Angry,3,940
Okay.  Get on the phone and figure out where my luggage is and tell me when it's going to get there alright?,3,Angry,3,941
things just aren't what they seem.,2,Neutral,0,937
"And I've kind of been dealing with all of the...the stuff, you know the hospital and people work because...",2,Sad,2,945
What was her name?,2,Neutral,0,939
No.,0,Neutral,0,944
No.,0,Neutral,0,945
"You'd have to, like go somewhere else, and, you know, we would be apart, and that would suck.",0,Neutral,0,946
I guess we don't need glasses.,1,Neutral,0,945
Just about all.,2,Neutral,0,940
Oh yeah?  What kind of jobs they got?,0,Neutral,0,941
How do you know he's even thinking about it?,0,Neutral,0,939
Excuse me.,0,Neutral,0,937
"Otherwise, what you have here is loot; and there's blood on it.",2,Neutral,0,939
You don't want to think like that.,3,Neutral,0,944
I'm just saying I have a friend that got a good job on it so I was just recommending it.,0,Neutral,0,937
I got to freak her out.,1,Neutral,0,940
I don't know if that's how I want to live my life.,2,Neutral,0,941
Who's they?,0,Neutral,0,944
"Me, too.  Bored stiff.  You want some brandy?",0,Neutral,0,938
Pull over..,1,Neutral,0,945
All right. All right. Calm yourself.,3,Angry,3,939
Not like that you're not.,1,Neutral,0,941
you know what?  I heard about that job.  I applied for that.,0,Neutral,0,937
Yes.,0,Neutral,0,940
Line?,0,Neutral,0,942
"I don't understand you, do I?",3,Neutral,0,945
"Oh, come on, you knew there was nothing in that.",0,Neutral,0,941
"Maybe if you're with somebody else, too?",2,Neutral,0,944
"Are you cold, huh?  Do you want to go home?",0,Neutral,0,945
"No, but I mean like why can't- why can't you find it?  Where did it go?  Who lost it?",3,Angry,3,943
Absolutely.  That actually goes in on the same package with our hotel.  You just give me your address.  We'll come and pick up a time that allows you to get to your flight with plenty of time to spare.,0,Neutral,0,938
"I hate you.  Stop it.  Stop it.  I hate you, do you hear?  You're conceited and overbearing and utterly impossible.",3,Angry,3,938
"You know, the airlines can not be held responsible for every bag of luggage that comes through here.",0,Neutral,0,937
"But then I came home and it was incredible, you know?  The whole thing was just kind of this random bus accident.  You know, I went back to the rat race again, I went to work.",2,Neutral,0,937
"Hey.  Look, I mean- you know.",0,Neutral,0,946
"And, uh-",1,Neutral,0,942
I know. So we're gonna take it--Like we're not gonna get married right away--'Cause we want to like have plenty of time to plan everything out,1,Happy,1,938
"I mean can't they put you in like, you know kitchen work or something where you won't get",2,Sad,2,940
Don't be stupid.,3,Angry,3,937
I don't know what to do.,2,Sad,2,942
I guess we don't need glasses.,1,Neutral,0,937
"My best friend Heather.  She's got a- we have a- we built this like little--  There's a park, Prospect Park.  And there is like a garden section of it that we set up for her.",2,Neutral,0,937
It's so fucked up.,2,Sad,2,941
What would you do- What would you do if you didn't? You can go to law school.,0,Neutral,0,939
"You are a cruel fiend and I-I loath you.  I thank God I realized who you are before I decided to marry you again.  Oh my God, never!",3,Angry,3,944
Do you want to go home?  Are you cold?,0,Neutral,0,937
and when you sign your ticket we could replace about fifteen percent of what's in the bag.,0,Neutral,0,939
yeah.,0,Neutral,0,944
Yeah.,0,Neutral,0,946
"We are actually not even allowed--  you know, like we don't have to give you this fifty dollars.  We don't have to do that.",0,Neutral,0,937
You're not going like this.,3,Angry,3,942
No.  She's not his girl Joe and she knows that.,3,Angry,3,941
"This is the end do you understand?  The end,",3,Angry,3,946
You know Larry is not coming back and I know it.  Why do we allow him to go on thinking that we believe with him?,0,Angry,3,937
Oh. That is incredible. Is it--,0,Neutral,0,945
You're quite insufferable,3,Angry,3,938
"Nothing.  Hey, let's drive somewhere.  I want to be alone with you.",2,Sad,2,941
I know.,0,Neutral,0,944
You started to write me.,1,Neutral,0,941
We were very much younger then.,0,Neutral,0,938
It wouldn't work like this.,2,Neutral,0,943
"That's our policy, sir.",0,Neutral,0,942
"No, they said I couldn't lock it.",3,Angry,3,939
You let him kiss you. You said so.  What of it?,3,Angry,3,941
this doesn't happen to a normal person.,3,Neutral,0,940
Okay.,0,Neutral,0,944
"And, like, there's there's shuttles or something that I can get to the hotel.",0,Neutral,0,938
We totally skipped. Right.,0,Neutral,0,946
What the hell is this?,3,Angry,3,940
"because my bag was very easy to keep track of.  It's got big, you know, rainbow colored crap all over it and no one was paying attention because now it's just gone.",3,Angry,3,946
"Presents?  It was only a trivial, little brooch.",1,Happy,1,937
"I want you now, Annie.",2,Angry,3,944
It's been three years.  Why all of a sudden?,3,Angry,3,946
Yes.,0,Neutral,0,941
How's the job? Still waiting tables at Denny's?,0,Neutral,0,939
No.  I'm just saying though that if I was a person who was hiring somebody I-- --would not hire someone who was angry or upset.,0,Neutral,0,945
I don't know.,2,Neutral,0,945
So I was like wandering around before.  It takes forever to find her headstone; I always lose it. You know.,2,Neutral,0,937
"No, you don't.  I'm a pretty tough guy.",2,Neutral,0,945
"Honey, this is like a natural phenomenon. I mean... People in Kansas would have to get plane reservations and get hotel rooms to see this.  It's just forty minutes away for us; it's too good to pass up.",0,Happy,1,937
"It's set to zeros.  Okay, maybe that's our problem.  That could very well be our problem there.  Somehow you've lost your IP address.  I'm not sure why that would happen every week.  It could be a cycling issue, something like that.  But let's go ahead and type your IP address in again.",0,Neutral,0,944
"like I think I want to get married--I want to have two weddings. One here, then one in Europe.",1,Neutral,0,939
"Well, that's--that's what I'm saying--",0,Neutral,0,938
"I understand, so-",0,Neutral,0,940
"Yeah, accountability.  It's awesome.",1,Neutral,0,944
"You were fine during the phone call from Marge, dinner was okay, doing the dishes was no problem, let's see, I took a shower, you watched the news, you said",0,Neutral,0,940
"Well, maybe he just wanted to see her again.",0,Neutral,0,940
make my life a lot easier.,1,Happy,1,942
"Well, you don't think like that.",3,Angry,3,945
But that- so we are really used to each other. We took the time apart and now we're going to get back together.  We're going to move in soon.,1,Neutral,0,944
Well what are you looking for?  I mean--,0,Neutral,0,941
He's supposed to be my best friend.,2,Sad,2,941
"Oh, I'm so sorry",2,Sad,2,944
"Well, what about me?",3,Angry,3,938
you shouldn't be alone,2,Neutral,0,940
Yeah.,0,Neutral,0,937
"I just, we just have different ideas of what this evening is supposed to look like.",3,Angry,3,945
Would you be willing to make some more calls on my behalf? I won't--I won't make you look bad.,2,Neutral,0,943
Yeah.,1,Neutral,0,943
"Yeah, yeah, I called them. I called them And, of course, they were so excited 'cause they love him. Like they always have.  Um--",1,Happy,1,938
Who's in charge?  Who is the president of Jet Blue?,3,Angry,3,937
I don't care what you're freaking sign says.  Somebody- Somebody needs to replace everything I've got there and give me money for my inconvenience.,3,Angry,3,937
"That's right.  That's right.  I mean he would want us to, you know, celebrate the life that he- that he lived and, you know, enjoy the rest of ours as much as we can.",2,Sad,2,946
"He's dreaming of him again, walking around.",0,Sad,2,937
Beast; brute; cad; whore,3,Angry,3,943
"yeah, I mean, you know, it was a -",2,Neutral,0,940
Shut up.,3,Angry,3,945
"Okay.  You understand that's all I want. Just don't give me a problem with this.  Okay, please because I'm very sensitive right now",3,Angry,3,946
"Oh god! You are damn cheap, cheap, cheap. Anyways, moving on. It's not like you're poor.  I mean your dad makes... okey",1,Neutral,0,941
It doesn't seem to have worked such wonders with you.,3,Angry,3,946
Very much sillier.,1,Neutral,0,945
I wanted to get this settled first.,0,Neutral,0,940
"It was in the car, right?  When we were passing Knickerbocker Liquor Locker, you said, Let's stop and get champagne. and I said that times a wasting or something like that, right?  You wanted it to be like it was before, right?",0,Neutral,0,944
Yeah. I know. I know.,2,Neutral,0,946
Even if you still do she'll- she'll be there.,2,Neutral,0,940
You're going to have to go back again.,3,Angry,3,946
She goes to sleep in his bed and his memorial breaks in pieces.  Look.  Look at it.  Joe--,3,Angry,3,942
"Joe, do you think he knew I loved him?",2,Sad,2,939
It's not champagne.,0,Neutral,0,946
"But It's okay because now, you know, you'll just go on with your life and--",0,Neutral,0,938
"Of course, right.  That's where the real money is, being a student.",0,Neutral,0,937
I guess I'll-  I guess I'll have an internet husband.[LAUGHTER],1,Happy,1,937
[LAUGHTER],1,Neutral,0,943
"And I had this idea as I was watching them go down like everything was being destroyed, you know.  But I felt like this one new thing was being made, you know it's kind of like this.  This monument...",2,Neutral,0,945
No you're not.,3,Angry,3,945
"I don't understand.  You've already done so much, I don't know why do you have to go back.",2,Sad,2,937
Are you- I mean do you like get dressed up and everything when you go to the job interview?,0,Neutral,0,946
I had nothing to do with the boarding attendance.  I'm sorry that your seat was wherever it was.,0,Neutral,0,945
You're not going like this.,3,Angry,3,945
"No, I know. But still, I know I don't make you happy.",2,Sad,2,940
It's PR.  Somebody sold you a bill of goods that this wonderful event is going to take place on the beach.,3,Angry,3,946
"Oh, what an interesting topic.  What about a child of four and a child of six?  A child of nine?",3,Angry,3,941
I don't care then.,1,Neutral,0,945
You're a considerate fellow.  There's nothing wrong with that.,0,Neutral,0,940
He saw it.,0,Neutral,0,942
The business doesn't inspire me.,3,Angry,3,941
"Their not gonna let you.  You have to stay home and I have to go.  I mean, that's all--",2,Sad,2,938
I completely understand.,0,Neutral,0,944
Yeah.,0,Neutral,0,945
I'm so sorry.,2,Sad,2,939
"Well, I- I can check that.  Is there anything else we can do, too?  Like, I'll go through and check the line throughout the house, but --",0,Neutral,0,944
"I mean, well I mean i don't know; it doesn't really affect my life, you know.",0,Neutral,0,946
"You mustn't be serious, my dear.  That's just what they want.",0,Neutral,0,942
because I know you're at a desk right now in your stupid corporate building and you're going to send me a check for sixteen dollars and forty two cents.,3,Angry,3,946
Yeah.,1,Neutral,0,942
I'm just worried.,2,Neutral,0,943
"I'm looking forward to getting there. I mean, God, the campus is cool, you know it's like all just very confined I mean just you know it's a college campus you know it's like",1,Neutral,0,940
Right.,0,Neutral,0,938
"Well, you've been embarrassed ever since I came.",2,Sad,2,939
"Okay, and this is for Verizon? Your provider?",0,Neutral,0,939
"Carla, can I ask you something?  Now, don't take this the wrong way, but are you on your period?",0,Neutral,0,937
"Well, I mean, if it's that bad, maybe you're gonna have to take something that doesn't really fit, you know.  Like maybe you'll have to do something else for a while.  Find a new field, new skill.",0,Neutral,0,942
"just makes it that much harder to deal 'cause as much as you want to, you know, make her better, see her not in any pain, it's like, just I don't know, just has a mind of its own.",2,Sad,2,940
"It's all mixed up with so many other things.  You remember overseas, I was in command of a company?",2,Neutral,0,938
"Okay.  So if you can just give me your name, your name and your address and your phone number I can contact you as soon as we find out more information.",0,Neutral,0,941
"Yeah, I'm just-- yeah",2,Neutral,0,945
The manager came in and found us rolling around on the floor biting and scratching like panthers.,1,Angry,3,940
